UUID;AB_gruppe;adresse;Name;Strasse;Hsnr;Plz;Ort;Info AB
e0a7ac48-a049-45a1-bb8e-41ffa0769c16;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Straubing, Wittelsbacherhöhe 3+3a, 94315 Straubing;Amt für Digitalisierung, Breitband und Vermessung Straubing;Wittelsbacherhöhe;3+3a;94315;Straubing;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Straubing<br>Wittelsbacherhöhe 3+3a<br>94315 Straubing
791df708-2172-4dbc-8b3d-998b3e141ec5;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Traunstein, Salinenstr. 4, 83278 Traunstein;Amt für Digitalisierung, Breitband und Vermessung Traunstein;Salinenstr.;4;83278;Traunstein;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Traunstein<br>Salinenstr. 4<br>83278 Traunstein
c1b2cf5b-c8cb-40d4-9ac0-a5e7ac847528;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Vilshofen an der Donau, Kapuzinerstraße 11, 94474 Vilshofen an der Donau;Amt für Digitalisierung, Breitband und Vermessung Vilshofen an der Donau;Kapuzinerstraße;11;94474;Vilshofen an der Donau;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Vilshofen an der Donau<br>Kapuzinerstraße 11<br>94474 Vilshofen an der Donau
12430576-df7a-4c19-9bc6-4a5e4efb7452;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Weiden i.d.OPf., Gabelsbergerstraße 2, 92637 Weiden i.d.OPf.;Amt für Digitalisierung, Breitband und Vermessung Weiden i.d.OPf.;Gabelsbergerstraße;2;92637;Weiden i.d.OPf.;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Weiden i.d.OPf.<br>Gabelsbergerstraße 2<br>92637 Weiden i.d.OPf.
b4ac64c6-5228-4b04-8bf6-3cface697808;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Weilheim i.OB, Hofstraße 21, 82362 Weilheim i.OB;Amt für Digitalisierung, Breitband und Vermessung Weilheim i.OB;Hofstraße;21;82362;Weilheim i.OB;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Weilheim i.OB<br>Hofstraße 21<br>82362 Weilheim i.OB
25ebda93-c470-426a-b594-58b8a0d458d3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Wolfratshausen, Heimgartenstraße 3, 82515 Wolfratshausen;Amt für Digitalisierung, Breitband und Vermessung Wolfratshausen;Heimgartenstraße;3;82515;Wolfratshausen;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Wolfratshausen<br>Heimgartenstraße 3<br>82515 Wolfratshausen
7c89b72e-7c7b-4027-868d-846d53258cb9;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Wunsiedel, von Kotzau Strasse 4, 95632 Wunsiedel;Amt für Digitalisierung, Breitband und Vermessung Wunsiedel;von Kotzau Strasse;4;95632;Wunsiedel;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Wunsiedel<br>von Kotzau Strasse 4<br>95632 Wunsiedel
5136cf4f-697b-4b4b-a6e0-3b86fc12b893;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Digitalisierung, Breitband und Vermessung Würzburg, Weißenburgstraße 10, 97082 Würzburg;Amt für Digitalisierung, Breitband und Vermessung Würzburg;Weißenburgstraße;10;97082;Würzburg;<h3>Abrufberechtigter: </h3><p>Amt für Digitalisierung, Breitband und Vermessung Würzburg<br>Weißenburgstraße 10<br>97082 Würzburg
12958948-4404-4fa8-a345-1ba2137963db;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Abensberg-Landshut Dienstort Landshut Klötzlmüllerstraße, Klötzlmüllerstraße 1, 84034 Landshut;Amt für Ernährung, Landwirtschaft und Forsten Abensberg-Landshut Dienstort Landshut Klötzlmüllerstraße;Klötzlmüllerstraße;1;84034;Landshut;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Abensberg-Landshut Dienstort Landshut Klötzlmüllerstraße<br>Klötzlmüllerstraße 1<br>84034 Landshut
27957a33-65aa-4a94-8bcf-fc321784b5e7;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Abensberg-Landshut, Adolf-Kolping-Platz 1, 93326 Abensberg;Amt für Ernährung, Landwirtschaft und Forsten Abensberg-Landshut;Adolf-Kolping-Platz;1;93326;Abensberg;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Abensberg-Landshut<br>Adolf-Kolping-Platz 1<br>93326 Abensberg
9691a202-efec-4a16-b186-fd51a2ddb028;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Amberg- Neumarkt i.d.OPf. Dienstort Neumarkt i.d.OPf., Nürnberger Straße 10, 92318 Neumarkt i.d.OPf.;Amt für Ernährung, Landwirtschaft und Forsten Amberg- Neumarkt i.d.OPf. Dienstort Neumarkt i.d.OPf.;Nürnberger Straße;10;92318;Neumarkt i.d.OPf.;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Amberg- Neumarkt i.d.OPf. Dienstort Neumarkt i.d.OPf.<br>Nürnberger Straße 10<br>92318 Neumarkt i.d.OPf.
4c0efed0-1942-4f86-a519-c875abbce3cd;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Amberg- -Neumarkt i.d.Opf., Hockermühlstraße 53, 92224 Amberg;Amt für Ernährung, Landwirtschaft und Forsten Amberg- -Neumarkt i.d.Opf.;Hockermühlstraße;53;92224;Amberg;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Amberg- -Neumarkt i.d.Opf.<br>Hockermühlstraße 53<br>92224 Amberg
9d6ab95c-1e56-44ab-8155-0684d03812c2;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Ansbach, Mariusstraße 26, 91522 Ansbach;Amt für Ernährung, Landwirtschaft und Forsten Ansbach;Mariusstraße;26;91522;Ansbach;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Ansbach<br>Mariusstraße 26<br>91522 Ansbach
826ac445-6c0f-42ac-a9be-1d206cc05180;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Augsburg, Bismarckstraße 62, 86391 Stadtbergen;Amt für Ernährung, Landwirtschaft und Forsten Augsburg;Bismarckstraße;62;86391;Stadtbergen;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Augsburg<br>Bismarckstraße 62<br>86391 Stadtbergen
a3b2e83e-1e46-4495-82bf-fd3a04c3d656;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Bad Neustadt a.d.Saale, Otto-Hahn-Straße 17, 97616 Bad Neustadt a.d.Saale;Amt für Ernährung, Landwirtschaft und Forsten Bad Neustadt a.d.Saale;Otto-Hahn-Straße;17;97616;Bad Neustadt a.d.Saale;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Bad Neustadt a.d.Saale<br>Otto-Hahn-Straße 17<br>97616 Bad Neustadt a.d.Saale
681bf5b4-53a6-489d-9cd5-0a2fc29b59a5;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Bamberg, Schillerplatz 15, 96047 Bamberg;Amt für Ernährung, Landwirtschaft und Forsten Bamberg;Schillerplatz;15;96047;Bamberg;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Bamberg<br>Schillerplatz 15<br>96047 Bamberg
fc75cfb5-8304-4c80-a34e-373290b0680d;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Bayreuth-Münchberg, Adolf-Wächter-Str. 10-12, 95447 Bayreuth;Amt für Ernährung, Landwirtschaft und Forsten Bayreuth-Münchberg;Adolf-Wächter-Str.;10-12;95447;Bayreuth;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Bayreuth-Münchberg<br>Adolf-Wächter-Str. 10-12<br>95447 Bayreuth
fdffcff9-a60c-42a0-a220-3defa291c30b;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Cham, Schleinkoferstr. 10 u. 12, 93413 Cham;Amt für Ernährung, Landwirtschaft und Forsten Cham;Schleinkoferstr.;10 u. 12;93413;Cham;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Cham<br>Schleinkoferstr. 10 u. 12<br>93413 Cham
55f72edc-869d-4911-b5da-825193abdc41;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Coburg-Kulmbach Dienstort Kulmbach, Trendelstr. 7, 95326 Kulmbach;Amt für Ernährung, Landwirtschaft und Forsten Coburg-Kulmbach Dienstort Kulmbach;Trendelstr.;7;95326;Kulmbach;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Coburg-Kulmbach Dienstort Kulmbach<br>Trendelstr. 7<br>95326 Kulmbach
06b28d99-4f49-4dd6-be6d-77509f80cdfd;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Coburg-Kulmbach, Goethestraße 6, 96450 Coburg;Amt für Ernährung, Landwirtschaft und Forsten Coburg-Kulmbach;Goethestraße;6;96450;Coburg;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Coburg-Kulmbach<br>Goethestraße 6<br>96450 Coburg
aea6d91e-c78f-4369-823e-b8456007257e;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Deggendorf-Straubing Dienstort Straubing, Kolbstr. 5a, 94315 Straubing;Amt für Ernährung, Landwirtschaft und Forsten Deggendorf-Straubing Dienstort Straubing;Kolbstr.;5a;94315;Straubing;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Deggendorf-Straubing Dienstort Straubing<br>Kolbstr. 5a<br>94315 Straubing
5e78faab-ae99-4524-a374-7c249c252a5f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Deggendorf-Straubing, Graflinger Straße 81, 94469 Deggendorf;Amt für Ernährung, Landwirtschaft und Forsten Deggendorf-Straubing;Graflinger Straße;81;94469;Deggendorf;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Deggendorf-Straubing<br>Graflinger Straße 81<br>94469 Deggendorf
a92a77e9-effc-43f0-b103-01ba13afc0ce;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Ebersberg-Erding Dienstort Erding, Dr.-Ulrich-Weg 4, 85435 Erding;Amt für Ernährung, Landwirtschaft und Forsten Ebersberg-Erding Dienstort Erding;Dr.-Ulrich-Weg;4;85435;Erding;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Ebersberg-Erding Dienstort Erding<br>Dr.-Ulrich-Weg 4<br>85435 Erding
bf6a454d-799b-4691-989e-509a4c35eaba;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Ebersberg-Erding, Wasserburger Straße 2, 85560 Ebersberg;Amt für Ernährung, Landwirtschaft und Forsten Ebersberg-Erding;Wasserburger Straße;2;85560;Ebersberg;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Ebersberg-Erding<br>Wasserburger Straße 2<br>85560 Ebersberg
40100b5e-c4f8-49f7-a3f4-f0f26a566ae4;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Fürstenfeldbruck, Kaiser-Ludwig-Straße 8a, 82256 Fürstenfeldbruck;Amt für Ernährung, Landwirtschaft und Forsten Fürstenfeldbruck;Kaiser-Ludwig-Straße;8a;82256;Fürstenfeldbruck;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Fürstenfeldbruck<br>Kaiser-Ludwig-Straße 8a<br>82256 Fürstenfeldbruck
d46cf184-1328-44b5-9592-7cda86392008;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Fürth-Uffenheim Dienstort Uffenheim, Rothenburger Straße 34, 97215 Uffenheim;Amt für Ernährung, Landwirtschaft und Forsten Fürth-Uffenheim Dienstort Uffenheim;Rothenburger Straße;34;97215;Uffenheim;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Fürth-Uffenheim Dienstort Uffenheim<br>Rothenburger Straße 34<br>97215 Uffenheim
5520d4c5-2280-417f-8ddb-6dccfd59caf3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Fürth-Uffenheim, Jahnstraße 7, 90763 Fürth;Amt für Ernährung, Landwirtschaft und Forsten Fürth-Uffenheim;Jahnstraße;7;90763;Fürth;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Fürth-Uffenheim<br>Jahnstraße 7<br>90763 Fürth
b467bd47-cbc8-4be2-96c1-c34c92264262;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Holzkirchen, Rudolf-Diesel-Ring 1a, 83607 Holzkirchen;Amt für Ernährung, Landwirtschaft und Forsten Holzkirchen;Rudolf-Diesel-Ring;1a;83607;Holzkirchen;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Holzkirchen<br>Rudolf-Diesel-Ring 1a<br>83607 Holzkirchen
e044c640-9fce-476b-8173-2e4dbdc7ccb0;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Ingolstadt- Pfaffenhofen a.d.Ilm Dienstort Pfaffenhofen a.d.Ilm, Gritschstr. 38, 85276 Pfaffenhofen a.d.Ilm;Amt für Ernährung, Landwirtschaft und Forsten Ingolstadt- Pfaffenhofen a.d.Ilm Dienstort Pfaffenhofen a.d.Ilm;Gritschstr.;38;85276;Pfaffenhofen a.d.Ilm;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Ingolstadt- Pfaffenhofen a.d.Ilm Dienstort Pfaffenhofen a.d.Ilm<br>Gritschstr. 38<br>85276 Pfaffenhofen a.d.Ilm
ebe88d5a-ab53-49fc-8ed9-78e3f3bd5f81;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Ingolstadt-Pfaffenhofen, Auf der Schanz 43a, 85049 Ingolstadt;Amt für Ernährung, Landwirtschaft und Forsten Ingolstadt-Pfaffenhofen;Auf der Schanz;43a;85049;Ingolstadt;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Ingolstadt-Pfaffenhofen<br>Auf der Schanz 43a<br>85049 Ingolstadt
ae9b53ed-7e58-4af2-a7ec-7937db8762d5;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Karlstadt, Ringstraße 51, 97753 Karlstadt;Amt für Ernährung, Landwirtschaft und Forsten Karlstadt;Ringstraße;51;97753;Karlstadt;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Karlstadt<br>Ringstraße 51<br>97753 Karlstadt
3869769d-c8c3-47bc-bb4c-79734033673b;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Kaufbeuren, Am Grünen Zentrum 1, 87600 Kaufbeuren;Amt für Ernährung, Landwirtschaft und Forsten Kaufbeuren;Am Grünen Zentrum;1;87600;Kaufbeuren;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Kaufbeuren<br>Am Grünen Zentrum 1<br>87600 Kaufbeuren
b48797cf-e108-4865-8ba7-eb57a818e019;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Kempten (Allgäu), Adenauerring 97, 87439 Kempten (Allgäu);Amt für Ernährung, Landwirtschaft und Forsten Kempten (Allgäu);Adenauerring;97;87439;Kempten (Allgäu);<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Kempten (Allgäu)<br>Adenauerring 97<br>87439 Kempten (Allgäu)
edbb3cb2-527b-4c25-ac10-7f25aee4edaf;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Kitzingen-Würzburg, Mainbernheimer Straße 103, 97318 Kitzingen;Amt für Ernährung, Landwirtschaft und Forsten Kitzingen-Würzburg;Mainbernheimer Straße;103;97318;Kitzingen;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Kitzingen-Würzburg<br>Mainbernheimer Straße 103<br>97318 Kitzingen
8f143613-0eec-4605-acb7-2757022c368c;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Krumbach (Schwaben)- Mindelheim, Jahnstraße 4, 86381 Krumbach (Schwaben);Amt für Ernährung, Landwirtschaft und Forsten Krumbach (Schwaben)- Mindelheim;Jahnstraße;4;86381;Krumbach (Schwaben);<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Krumbach (Schwaben)- Mindelheim<br>Jahnstraße 4<br>86381 Krumbach (Schwaben)
78a4aaf2-dfe8-4772-b38c-116b3d616b50;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Kulmbach Dienstort Kulmbach Außenstelle Stadtsteinach, Forstamtstraße 4, 95346 Stadtsteinach;Amt für Ernährung, Landwirtschaft und Forsten Kulmbach Dienstort Kulmbach Außenstelle Stadtsteinach;Forstamtstraße;4;95346;Stadtsteinach;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Kulmbach Dienstort Kulmbach Außenstelle Stadtsteinach<br>Forstamtstraße 4<br>95346 Stadtsteinach
fca4e843-d8ec-4afe-a437-7f2a57d7dd9f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Landau a.d.Isar- Pfarrkirchen, Anton-Kreiner-Straße 1, 94405 Landau a.d.Isar;Amt für Ernährung, Landwirtschaft und Forsten Landau a.d.Isar- Pfarrkirchen;Anton-Kreiner-Straße;1;94405;Landau a.d.Isar;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Landau a.d.Isar- Pfarrkirchen<br>Anton-Kreiner-Straße 1<br>94405 Landau a.d.Isar
f33736a2-cf58-49dd-a5df-0893b43900db;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Landau a.d.Isar- Pfarrkirchen, Lärchenweg 12, 84347 Pfarrkirchen;Amt für Ernährung, Landwirtschaft und Forsten Landau a.d.Isar- Pfarrkirchen;Lärchenweg;12;84347;Pfarrkirchen;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Landau a.d.Isar- Pfarrkirchen<br>Lärchenweg 12<br>84347 Pfarrkirchen
5cf982de-254a-4137-8c39-6d98ca8d0950;bezieht keine Produkte, wird entfernt;Amt für Ernährung, Landwirtschaft und Forsten Nördlingen-Wertingen Dienstort Wertingen, Landrat-Anton-Rauch-Platz 2, 86637 Wertingen LÖSCHEN;Amt für Ernährung, Landwirtschaft und Forsten Nördlingen-Wertingen Dienstort Wertingen;Landrat-Anton-Rauch-Platz;2;86637;Wertingen;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Nördlingen-Wertingen Dienstort Wertingen<br>Landrat-Anton-Rauch-Platz 2<br>86637 Wertingen
393fc4da-ab7c-4ce5-b8cd-43bbbe236722;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Nördlingen-Wertingen, Oskar-Mayer-Str. 51, 86720 Nördlingen;Amt für Ernährung, Landwirtschaft und Forsten Nördlingen-Wertingen;Oskar-Mayer-Str.;51;86720;Nördlingen;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Nördlingen-Wertingen<br>Oskar-Mayer-Str. 51<br>86720 Nördlingen
bcc178e3-e4bb-459a-a9fb-7e9fda6673f3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Passau, Innstraße 71, 94036 Passau;Amt für Ernährung, Landwirtschaft und Forsten Passau;Innstraße;71;94036;Passau;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Passau<br>Innstraße 71<br>94036 Passau
76989cec-a2b8-4155-a057-708765c741c1;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Regen, Bodenmaiser Straße 25, 94209 Regen;Amt für Ernährung, Landwirtschaft und Forsten Regen;Bodenmaiser Straße;25;94209;Regen;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Regen<br>Bodenmaiser Straße 25<br>94209 Regen
1a75c17e-5f0b-48d4-bb24-c8043ec3c5e3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf Dienstort Schwandorf Außenstelle Nabburg, Regensburger Straße 51, 92507 Nabburg;Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf Dienstort Schwandorf Außenstelle Nabburg;Regensburger Straße;51;92507;Nabburg;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf Dienstort Schwandorf Außenstelle Nabburg<br>Regensburger Straße 51<br>92507 Nabburg
f7f5d98c-6ab7-4c5b-a1b2-d422d7005ef4;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf Dienstort Schwandorf, Hoher-Bogen-Str. 10, 92421 Schwandorf;Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf Dienstort Schwandorf;Hoher-Bogen-Str.;10;92421;Schwandorf;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf Dienstort Schwandorf<br>Hoher-Bogen-Str. 10<br>92421 Schwandorf
530326cf-dc95-4575-b1c1-73860a7aebc1;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf, Lechstraße 50, 93057 Regensburg;Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf;Lechstraße;50;93057;Regensburg;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf<br>Lechstraße 50<br>93057 Regensburg
20cc15e6-41df-47cb-bfdb-e79856ecdde5;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Rosenheim, Prinzregentenstraße 39, 83022 Rosenheim;Amt für Ernährung, Landwirtschaft und Forsten Rosenheim;Prinzregentenstraße;39;83022;Rosenheim;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Rosenheim<br>Prinzregentenstraße 39<br>83022 Rosenheim
fe11cb03-9ee3-400f-8f20-44669668928a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Roth- Weißenburg i.Bay. Dienstort Weißenburg i.Bay., Bergerstr. 2-4, 91781 Weißenburg in Bayern;Amt für Ernährung, Landwirtschaft und Forsten Roth- Weißenburg i.Bay. Dienstort Weißenburg i.Bay.;Bergerstr.;2-4;91781;Weißenburg in Bayern;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Roth- Weißenburg i.Bay. Dienstort Weißenburg i.Bay.<br>Bergerstr. 2-4<br>91781 Weißenburg in Bayern
1e2f4db5-a506-45ee-957b-54718411f3b5;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Roth-Weißenburg i.Bay, Johann-Strauß-Str. 1, 91154 Roth;Amt für Ernährung, Landwirtschaft und Forsten Roth-Weißenburg i.Bay;Johann-Strauß-Str.;1;91154;Roth;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Roth-Weißenburg i.Bay<br>Johann-Strauß-Str. 1<br>91154 Roth
8c4d1dba-97ec-4da1-b816-10fbedbd2673;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Amt für Ernährung, Landwirtschaft und Forsten Schweinfurt, Ignaz-Schön-Str. 30, 97421 Schweinfurt;Amt für Ernährung, Landwirtschaft und Forsten Schweinfurt;Ignaz-Schön-Str.;30;97421;Schweinfurt;<h3>Abrufberechtigter: </h3><p>Amt für Ernährung, Landwirtschaft und Forsten Schweinfurt<br>Ignaz-Schön-Str. 30<br>97421 Schweinfurt
